sale_price,No of Bedrooms,No of Bathrooms,Flat Area (in Sqft),Lot Area (in Sqft),No of Floors,No of Times Visited,Overall Grade,Area of the House from Basement (in Sqft),Basement Area (in Sqft),Age of House (in Years),Latitude,Longitude,Living Area after Renovation (in Sqft),Lot Area after Renovation (in Sqft),Plot length,total_area,year_sold,month_sold,date_sold,Years Since Renovation,condition_of_the_house_Excellent,condition_of_the_house_Fair,condition_of_the_house_Good,condition_of_the_house_Okay,ever_renovated_Yes,waterfront_view_Yes,zipcode_group_zipcode_group_1,zipcode_group_zipcode_group_2,zipcode_group_zipcode_group_3,zipcode_group_zipcode_group_4,zipcode_group_zipcode_group_5,zipcode_group_zipcode_group_6,zipcode_group_zipcode_group_7,zipcode_group_zipcode_group_8,zipcode_group_zipcode_group_9
650000.0,4,3.0,2950.0,5000.0,2.0,3,9,1980.0,970,39,47.5714,-122.375,2140.0,4000,54.31390245600108,7950.0,2016,1,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
395000.0,3,2.0,1890.0,14040.0,2.0,0,7,1890.0,0,24,47.7277,-121.962,1890.0,14018,43.47413023856832,15930.0,2017,7,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
485000.0,4,1.0,1600.0,4300.0,1.5,0,7,1600.0,0,102,47.6648,-122.343,1610.0,4300,40.0,5900.0,2017,5,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
189000.0,2,1.0,1200.0,9850.0,1.0,0,7,1200.0,0,97,47.3089,-122.21,1060.0,5095,34.64101615137755,11050.0,2017,12,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230000.0,3,1.0,1250.0,9774.0,1.0,0,7,1250.0,0,49,47.3343,-122.306,1280.0,8850,35.35533905932738,11024.0,2016,4,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
385000.0,4,1.75,1620.0,4980.0,1.0,0,7,860.0,760,71,47.7025,-122.341,1400.0,4980,40.24922359499622,6600.0,2017,5,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1129575.0,3,2.75,3050.0,44867.0,1.0,4,9,2330.0,720,50,47.5316,-122.233,4110.0,20336,55.22680508593631,47917.0,2017,8,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
285000.0,5,2.5,2270.0,6300.0,2.0,0,8,2270.0,0,23,47.3266,-122.169,2240.0,7005,47.64451699828639,8570.0,2017,7,31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
252700.0,2,1.5,1070.0,9643.0,1.0,0,7,1070.0,0,33,47.3533,-122.166,1220.0,8386,32.71085446759225,10713.0,2017,5,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
329000.0,3,2.25,2450.0,6500.0,2.0,0,8,2450.0,0,33,47.3739,-122.172,2200.0,6865,49.49747468305833,8950.0,2017,11,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
233000.0,3,2.0,1710.0,4697.0,1.5,0,6,1710.0,0,77,47.3048,-122.218,1030.0,4705,41.352146256270665,6407.0,2017,11,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937000.0,3,1.75,2450.0,2691.0,2.0,0,8,1750.0,700,103,47.6386,-122.36,1760.0,3573,49.49747468305833,5141.0,2017,6,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
667000.0,3,1.0,1400.0,1581.0,1.5,0,8,1400.0,0,109,47.6221,-122.314,1860.0,3861,37.416573867739416,2981.0,2017,12,31,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
438000.0,3,1.75,1520.0,6380.0,1.0,0,7,790.0,730,70,47.695,-122.304,1520.0,6235,38.98717737923585,7900.0,2017,6,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
719000.0,4,2.5,2570.0,7173.0,2.0,0,8,2570.0,0,13,47.7073,-122.11,2630.0,6026,50.69516742254631,9743.0,2016,3,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
580500.0,3,2.5,2320.0,3980.0,2.0,0,8,2320.0,0,15,47.5391,-122.07,2580.0,3980,48.16637831516918,6300.0,2017,11,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
280000.0,2,1.5,1190.0,1265.0,3.0,0,7,1190.0,0,13,47.7274,-122.357,1390.0,1756,34.49637662132068,2455.0,2017,12,31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
687500.0,4,1.75,2330.0,5000.0,1.5,0,7,1510.0,820,89,47.6823,-122.368,1460.0,5000,48.27007354458868,7330.0,2017,6,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
535000.0,3,1.0,1090.0,3000.0,1.5,0,8,1090.0,0,89,47.6889,-122.375,1570.0,5080,33.015148038438355,4090.0,2017,11,30,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
322500.0,4,2.75,2060.0,6659.0,1.0,0,7,1280.0,780,37,47.4276,-122.157,2020.0,8720,45.38722287164087,8719.0,2017,12,31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
696000.0,3,2.5,2300.0,3060.0,1.5,0,8,1510.0,790,88,47.6827,-122.31,1590.0,3264,47.9583152331272,5360.0,2017,6,30,15,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
550000.0,4,1.0,1660.0,34848.0,1.0,0,5,930.0,730,85,47.6621,-122.132,2160.0,11467,40.74309757492672,36508.0,2017,5,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
640000.0,4,2.0,2360.0,6000.0,2.0,0,8,2360.0,0,114,47.6702,-122.362,1730.0,4700,48.57983120596448,8360.0,2017,12,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
240000.0,4,1.0,1220.0,8075.0,1.0,0,7,890.0,330,49,47.3341,-122.282,1290.0,7800,34.92849839314596,9295.0,2016,2,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
605000.0,4,2.5,2620.0,7553.0,2.0,0,8,2620.0,0,22,47.5301,-122.18,2620.0,11884,51.18593556827891,10173.0,2017,6,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
625000.0,4,2.5,2570.0,5520.0,2.0,0,9,2570.0,0,18,47.6145,-122.027,2470.0,5669,50.69516742254631,8090.0,2017,7,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
775000.0,4,2.25,4220.0,24186.0,1.0,0,8,2600.0,1620,34,47.445,-122.347,2410.0,30617,64.96152707564686,28406.0,2017,8,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
861990.0,5,2.75,3595.0,5639.0,2.0,0,9,3595.0,0,4,47.6848,-122.016,3625.0,5639,59.95831885568507,9234.0,2017,7,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
685000.0,3,1.0,1570.0,2280.0,2.0,0,7,1570.0,0,96,47.6413,-122.364,1580.0,2640,39.6232255123179,3850.0,2017,10,31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
309000.0,3,1.0,1280.0,9656.0,1.0,0,6,920.0,360,59,47.4485,-122.175,1340.0,8808,35.77708763999664,10936.0,2017,7,31,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
488000.0,3,2.5,3160.0,13603.0,2.0,0,8,3160.0,0,15,47.7443,-121.977,3050.0,9232,56.21387729022079,16763.0,2017,7,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
210490.0,3,1.0,990.0,8528.0,1.0,0,6,990.0,0,52,47.3066,-122.371,1228.0,8840,31.464265445104548,9518.0,2016,3,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
785000.0,4,2.5,2290.0,13416.0,2.0,0,9,2290.0,0,37,47.6194,-122.151,2680.0,13685,47.8539444560216,15706.0,2017,7,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
450000.0,3,1.75,1250.0,5963.0,1.0,0,7,1250.0,0,65,47.6796,-122.301,970.0,5100,35.35533905932738,7213.0,2016,4,30,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1129575.0,3,2.5,2753.0,65005.0,1.0,2,9,2165.0,588,65,47.4041,-122.451,2680.0,72513,52.46903848937962,67758.0,2016,3,31,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
228000.0,3,1.0,1190.0,9199.0,1.0,0,7,1190.0,0,63,47.4258,-122.322,1190.0,9364,34.49637662132068,10389.0,2017,9,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
345000.0,5,2.5,3150.0,9134.0,1.0,0,8,1640.0,1510,52,47.4934,-122.189,1990.0,9133,56.12486080160912,12284.0,2016,2,29,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
600000.0,3,1.75,1410.0,4080.0,1.0,0,7,1000.0,410,68,47.6808,-122.384,1410.0,4080,37.54996671103717,5490.0,2017,12,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
585000.0,2,1.75,1980.0,8550.0,1.0,0,7,990.0,990,37,47.6989,-122.369,1480.0,6738,44.49719092257398,10530.0,2016,2,29,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
920000.0,5,2.25,2730.0,6000.0,1.5,0,8,2130.0,600,91,47.6571,-122.281,2730.0,6000,52.24940191045253,8730.0,2016,3,31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
885000.0,4,2.5,2830.0,5000.0,2.0,0,9,2830.0,0,23,47.6597,-122.29,1950.0,5000,53.19774431308154,7830.0,2017,5,31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
292500.0,4,2.5,2250.0,4495.0,2.0,0,7,2250.0,0,10,47.3663,-122.114,2250.0,4500,47.43416490252569,6745.0,2017,8,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
301000.0,3,2.5,2420.0,4750.0,2.0,0,8,2420.0,0,15,47.3663,-122.122,2690.0,4750,49.193495504995376,7170.0,2016,4,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
951000.0,5,3.25,3250.0,14342.0,2.0,4,8,3250.0,0,50,47.588,-122.116,2960.0,11044,57.0087712549569,17592.0,2017,8,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
430000.0,4,3.0,1850.0,9976.0,2.0,0,8,1850.0,0,27,47.5059,-122.149,2270.0,8542,43.01162633521314,11826.0,2016,2,29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
650000.0,3,2.25,2150.0,21235.0,1.0,3,8,1590.0,560,59,47.4336,-122.339,2570.0,18900,46.36809247747852,23385.0,2017,12,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
289000.0,3,1.75,1260.0,8400.0,1.0,0,7,1260.0,0,64,47.4366,-122.335,1290.0,8750,35.4964786985977,9660.0,2017,8,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
505000.0,3,1.75,2519.0,8690.0,2.0,0,8,2519.0,0,45,47.4428,-122.344,2500.0,9500,50.18964036531842,11209.0,2017,10,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
549000.0,3,1.75,1540.0,1044.0,3.0,0,8,1540.0,0,4,47.6765,-122.32,1580.0,3090,39.242833740697165,2584.0,2017,12,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
425000.0,3,2.25,1660.0,6000.0,1.0,0,7,1110.0,550,39,47.6113,-122.297,1440.0,4080,40.74309757492672,7660.0,2017,6,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
317625.0,3,2.75,2770.0,3809.0,1.5,0,7,1770.0,1000,93,47.5747,-122.304,1440.0,4000,52.630789467763066,6579.0,2017,11,30,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
975000.0,4,2.5,2720.0,11049.0,2.0,0,10,2720.0,0,29,47.5815,-122.192,2750.0,11049,52.15361924162119,13769.0,2017,9,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
287000.0,4,2.5,2240.0,4648.0,2.0,0,7,2240.0,0,13,47.3378,-122.257,2221.0,4557,47.32863826479693,6888.0,2017,10,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204000.0,3,1.0,1000.0,12070.0,1.0,0,7,1000.0,0,50,47.3621,-122.11,1010.0,12635,31.622776601683796,13070.0,2017,8,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1129575.0,5,2.25,3200.0,20158.0,1.0,0,8,1600.0,1600,53,47.6303,-122.215,3390.0,20158,56.56854249492381,23358.0,2017,6,30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1040000.0,5,3.25,4770.0,50094.0,1.0,0,10,3070.0,1700,45,47.6525,-122.16,3530.0,38917,69.06518659932803,54864.0,2017,9,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
325000.0,3,2.0,1260.0,5612.0,1.0,0,7,1260.0,0,46,47.7362,-122.179,1640.0,4745,35.4964786985977,6872.0,2016,1,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
571000.0,4,2.0,2750.0,7807.0,1.5,0,7,2250.0,500,102,47.7168,-122.287,1510.0,7807,52.44044240850758,10557.0,2017,6,30,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
360000.0,4,2.5,2380.0,5000.0,2.0,0,8,2380.0,0,13,47.3608,-122.036,2420.0,5000,48.78524367060187,7380.0,2017,7,31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
349000.0,3,1.75,1790.0,50529.0,1.0,0,7,1090.0,700,53,47.3511,-122.073,1940.0,50529,42.30839160261236,52319.0,2016,3,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832500.0,4,4.0,3430.0,35102.0,2.0,0,10,2390.0,1040,32,47.5822,-121.987,3240.0,35020,58.56620185738529,38532.0,2017,11,30,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
380000.0,4,1.75,1760.0,7300.0,1.0,0,7,880.0,880,62,47.6034,-122.125,1680.0,7500,41.95235392680606,9060.0,2017,10,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
480000.0,3,1.0,1040.0,5060.0,1.0,0,7,1040.0,0,77,47.5636,-122.394,890.0,5060,32.2490309931942,6100.0,2016,4,30,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
410000.0,3,1.0,1410.0,5060.0,1.0,0,7,910.0,500,62,47.7073,-122.34,1130.0,5693,37.54996671103717,6470.0,2017,6,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
720000.0,4,2.5,3450.0,39683.0,2.0,0,10,3450.0,0,16,47.342,-122.025,3350.0,39750,58.73670062235365,43133.0,2016,3,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
390000.0,3,2.5,2350.0,5100.0,2.0,0,8,2350.0,0,15,47.3512,-122.008,2350.0,5363,48.47679857416329,7450.0,2017,12,31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
360000.0,4,2.5,1900.0,5889.0,2.0,0,7,1900.0,0,26,47.349,-122.031,1870.0,6405,43.58898943540674,7789.0,2017,12,31,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
355000.0,2,1.0,2020.0,6720.0,1.0,0,7,1010.0,1010,70,47.5474,-122.291,1720.0,6720,44.94441010848846,8740.0,2017,10,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
356000.0,3,1.5,1680.0,8712.0,1.0,0,8,1680.0,0,54,47.4811,-122.149,1850.0,8797,40.98780306383839,10392.0,2016,1,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
315000.0,3,1.0,960.0,6634.0,1.0,0,6,960.0,0,66,47.7264,-122.31,1570.0,7203,30.983866769659336,7594.0,2017,6,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
940000.0,3,1.5,2140.0,3600.0,2.0,0,9,1900.0,240,93,47.6337,-122.365,2020.0,4800,46.26013402488151,5740.0,2017,11,30,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
305000.0,5,2.25,2660.0,8400.0,1.5,0,7,2660.0,0,57,47.2909,-122.189,1590.0,8165,51.57518783291051,11060.0,2017,11,30,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
461000.0,3,3.25,2770.0,6278.0,2.0,0,9,1980.0,790,12,47.5228,-122.199,1900.0,7349,52.630789467763066,9048.0,2017,6,30,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
215000.0,2,2.25,1610.0,2040.0,2.0,0,7,1610.0,0,39,47.518,-122.194,1950.0,2025,40.12480529547776,3650.0,2017,5,31,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
335000.0,2,1.75,1030.0,1066.0,2.0,0,7,765.0,265,12,47.5394,-122.387,1030.0,1106,32.09361307176243,2096.0,2017,9,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1100000.0,5,2.75,3520.0,6353.0,2.0,0,10,3520.0,0,17,47.6506,-122.391,2520.0,6250,59.3295878967653,9873.0,2016,3,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
153000.0,3,1.0,1200.0,10500.0,1.0,0,7,1200.0,0,56,47.322,-122.351,1350.0,10500,34.64101615137755,11700.0,2016,2,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
430000.0,3,1.5,1580.0,5000.0,1.0,0,8,1290.0,290,79,47.687,-122.386,1570.0,4500,39.74921382870358,6580.0,2017,7,31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
700000.0,3,1.5,1580.0,5000.0,1.0,0,8,1290.0,290,79,47.687,-122.386,1570.0,4500,39.74921382870358,6580.0,2017,12,31,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
905000.0,4,2.5,3300.0,10250.0,1.0,0,7,2390.0,910,72,47.5873,-122.249,1950.0,6045,57.445626465380286,13550.0,2017,9,30,26,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
247500.0,3,1.75,1960.0,15681.0,1.0,0,7,1960.0,0,51,47.3576,-122.277,1750.0,15616,44.27188724235731,17641.0,2016,3,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199000.0,4,1.5,1160.0,6400.0,1.0,0,7,1160.0,0,43,47.3036,-122.378,1160.0,6400,34.058772731852805,7560.0,2017,9,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
314000.0,3,1.75,1810.0,41800.0,1.0,0,7,1210.0,600,38,47.4109,-121.958,1650.0,135036,42.5440947723653,43610.0,2017,7,31,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
437500.0,3,2.5,2320.0,36847.0,2.0,2,9,2320.0,0,26,47.4838,-121.714,2550.0,35065,48.16637831516918,39167.0,2017,5,31,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
850830.0,3,2.5,2070.0,13241.0,1.5,0,9,1270.0,800,108,47.6415,-122.315,2200.0,4500,45.4972526643093,15311.0,2017,6,30,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
555000.0,3,2.0,1980.0,3478.0,1.5,0,7,1440.0,540,89,47.6775,-122.372,1610.0,3478,44.49719092257398,5458.0,2017,10,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
699950.0,3,2.25,2190.0,107593.0,2.0,0,8,2190.0,0,35,47.7731,-122.08,2570.0,47777,46.79743582719036,109783.0,2017,12,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1090000.0,3,2.5,2920.0,8113.0,2.0,0,8,2920.0,0,68,47.5814,-122.196,2370.0,8113,54.037024344425184,11033.0,2017,10,31,7,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
290000.0,3,1.0,1210.0,33919.0,1.0,0,7,1210.0,0,64,47.4375,-122.184,1640.0,14910,34.785054261852174,35129.0,2017,9,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
375000.0,3,2.5,2340.0,10005.0,1.0,0,8,1460.0,880,40,47.4431,-122.133,2250.0,8162,48.373546489791295,12345.0,2016,4,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
460000.0,3,1.0,1670.0,4005.0,1.5,0,7,1170.0,500,79,47.6878,-122.38,1240.0,4005,40.8656334834051,5675.0,2017,5,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
188500.0,2,1.75,1240.0,2493.0,1.0,0,8,1240.0,0,33,47.3813,-122.322,1270.0,4966,35.21363372331802,3733.0,2017,7,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
680000.0,4,2.5,3140.0,28037.0,2.0,0,10,3140.0,0,27,47.7304,-122.082,2990.0,35001,56.0357029044876,31177.0,2016,3,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
470000.0,5,1.75,2030.0,12342.0,2.0,0,7,2030.0,0,76,47.6417,-122.109,2500.0,9433,45.05552130427524,14372.0,2017,8,31,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
597750.0,4,2.5,2310.0,9624.0,2.0,0,8,2310.0,0,34,47.5386,-122.053,1940.0,9636,48.062459362791664,11934.0,2017,7,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
570000.0,3,1.75,1260.0,3328.0,1.0,0,6,700.0,560,113,47.6823,-122.349,1380.0,3536,35.4964786985977,4588.0,2016,3,31,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
272500.0,3,1.75,1540.0,12600.0,1.0,0,7,1160.0,380,38,47.3624,-122.031,1540.0,11656,39.242833740697165,14140.0,2017,9,30,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
329950.0,3,1.75,2080.0,5969.0,1.0,2,7,1080.0,1000,47,47.5474,-122.295,2090.0,5500,45.60701700396552,8049.0,2017,11,30,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
480000.0,4,2.5,3230.0,16171.0,2.0,3,9,2520.0,710,17,47.3183,-122.253,2640.0,8517,56.83308895353129,19401.0,2017,10,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
740500.0,3,3.5,4380.0,6350.0,2.0,0,8,2780.0,1600,118,47.6981,-122.368,1830.0,6350,66.18156843109719,10730.0,2017,11,30,18,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
518500.0,3,3.5,1590.0,1102.0,3.0,0,8,1590.0,0,8,47.6824,-122.347,1620.0,3166,39.87480407475377,2692.0,2017,6,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
205425.0,2,1.0,880.0,6780.0,1.0,0,6,880.0,0,73,47.5009,-122.248,1190.0,6780,29.66479394838265,7660.0,2017,6,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
171800.0,4,2.0,1570.0,9600.0,1.0,0,6,1570.0,0,68,47.4965,-122.303,1880.0,9000,39.6232255123179,11170.0,2016,1,31,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
535000.0,4,1.0,1610.0,2982.0,1.5,0,7,1610.0,0,93,47.587,-122.294,1610.0,4040,40.12480529547776,4592.0,2016,5,31,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
660000.0,3,2.5,2400.0,6474.0,1.0,2,8,1560.0,840,54,47.7728,-122.386,2340.0,10856,48.98979485566356,8874.0,2016,1,31,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
391500.0,3,2.0,1450.0,9132.0,1.0,0,7,1450.0,0,31,47.7288,-122.226,1580.0,9104,38.07886552931954,10582.0,2017,11,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
395000.0,2,1.0,770.0,6000.0,1.0,0,6,770.0,0,65,47.6999,-122.364,1710.0,6000,27.748873851023216,6770.0,2016,4,30,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
